Date,Tweet
2020-12-03 17:43:39+00:00,Setelah nonton Drakor start up sepertinya ada beberapa kemungkinan :\n1.dal-mi &gt; do-san\n2.dal-mi &gt; ji-pyeong\n3.ji-pyeong &gt; won -injae\n4.ji-pyeong &gt; nenek choi won\nHAHAHA\n\n#StartUpEp14 \n#StartUpEp13'
2020-12-03 15:42:58+00:00,"Dalmi mau nelpen jipyeong, ehh dosan nelpon dalmi. Nyesek euy \xf0\x9f\xa4\xa7\n\n#StartUpEp13'"
2020-12-03 15:17:41+00:00,Terusin jgn terusin jgn terusin jgn terusin jgn? ak sbg tim han ji pyeong merasa malas untuk ngelanjutin nnton. #StartUpEp13'
2020-12-03 14:07:28+00:00,#StartUpEp13\n\nSana maging masaya kayong dalawa. https://t.co/SNKlPQOrK8'
2020-12-03 11:36:54+00:00,Dosan yg ketemu Dalmi napa jadi gue yg dugun dugun \xf0\x9f\x98\x82\xf0\x9f\x98\x82 #StartUpEp13'
2020-12-07 16:14:23+00:00,b'Gemes bgt #Jipyeong gamau jabat tangan\xf0\x9f\x98\x82 #StartUpEp16 https://t.co/2iQPFiYdRq'
2020-12-07 16:10:44+00:00,b'Seumuran emang beda\xe2\x9d\xa4\n#DoDalCouple #dodalendgame #StartUpEp16 https://t.co/WjPoHsJ2HG'
2020-12-07 16:08:37+00:00,"b'Terimakasi sudah mengajarkan tentang kehidupan, berjuang dari 0, menyayangi dan mengiklaskan.\nThank you, good boy\xf0\x9f\x92\x95\n#TimJiPyeong #HanJiPyeong \n#StartUpEp16 https://t.co/UrWY93wXet'"
2020-12-07 16:08:28+00:00,"b'Dari mereka berdua di #StartUpEp16 , gua semakin yakin akan satu hal...\n\n\xe2\x80\x9cBersedekah itu penting.\xe2\x80\x9d https://t.co/BB7Fy3pGa3'"
2020-12-07 16:05:34+00:00,"b'#StartUpEp16 bagiku endingnya normal aja sih karena kebanyakan drakor rata rata gitu endingnya, selalu ingin membuatku berkata ""season 2 please"" haha, jadi untuk kekurangan kelebihan bagiku fine sajaa \nJust in my opinion-'"
2020-12-07 16:00:47+00:00,b'Lol #StartUpEp16 sarkas agamanya mantul suka bet'
2020-12-07 15:59:52+00:00,"b'So, yang nonton Start Up udah mulai kebayang blm, potensinya ke Enginner or CEO? udah banyak ilmunya kan hehe\n#StartUpEp16'"
2020-12-07 15:56:04+00:00,b'Lebih sakit liat do san atau ji pyeong? TEAM MANA NIHH?? #NamJooHyuk #NamDoSan #KimSeonHo #HanJiPyeong #SuzyBae #SeoDalmi #StartUp #StartUpEp16 #StartUpEp15 #kdrama https://t.co/sC7WIhVS24'
2020-12-07 15:55:39+00:00,b'Eps.16 startup nangeesss seruuu bgtt\xf0\x9f\xa5\xba\xf0\x9f\x92\x96\xf0\x9f\x92\x96 #StartUpEp16 #NamDoSan'
2020-12-07 15:50:26+00:00,b'Wkwkkwkwk the real beda server.\n#StartUpEp16 https://t.co/KDfACKax8D'
2020-12-07 15:49:20+00:00,"b'Pada akhirnya kenangan kalah dengan kenyataan. Kalau dipikir2 kasian JiPyeong, nggak punya siapa2, sendirian :\xe2\x80\x99) #StartUpEp16'"
2020-12-07 15:48:09+00:00,"b'Ini sih adegan tersedih,aaaaaa\xf0\x9f\xa5\xba\xf0\x9f\x98\x82samsan tech,gila scene ini lebih sedih daripada pak han mon maap\xf0\x9f\x98\x82 \xf0\x9f\x98\xad #StartUpEp16 #samsantech https://t.co/2L9hkjtEwR'"
2020-12-07 15:46:52+00:00,"b'#StartUpEp16 pas bagian keluarga Seo akhirnya nyatu lagi di rumah Halmeoni, si opung boru\n\naku tak kuasa lah menahan rasa haru, huaaa'"
2020-12-07 15:44:45+00:00,b'Adegan yang paling buat cekikikan sendiri itu ekspresi In Jae lihat maskaranya luntur padahal Ia mengaku tidak menangis dan saat Do San dan Dal Mi berdoa di gereja.\n\n#StartUpEp16 https://t.co/PaxqQQStWg'
2020-12-07 15:42:09+00:00,b'Ikut berbahagia\n.\n#StartUp #StartUpEp16 https://t.co/YaoLRhCN7U'
2020-12-07 15:40:44+00:00,"b'Hahaha akhirnya yongsil berwujud manusia jadi cameo\xf0\x9f\x98\x82\xf0\x9f\xa4\xa3 Alhamdulillah pak han baiknya konsisten, skrg nyantunin anak yatim piatu. Emang malaikat bgt pak han\xf0\x9f\x99\x82\xe2\x9d\xa4\xef\xb8\x8f\n#StartUp #StartUpEp16 https://t.co/aLzhlppWBq'"
2020-12-07 15:40:20+00:00,"b'""samsan check"" terus dia muter muter wkwkwk\xf0\x9f\x98\x82\xf0\x9f\xa4\xa3\n\n#StartUpEp16 #TimJiPyeong #Kimseonho https://t.co/JD0psr0v2h'"
2020-12-07 15:38:51+00:00,b'Ji pyeong bener bener tipikal cowo kesayangan akuuu\xf0\x9f\x98\xad\xf0\x9f\x91\x8d\xf0\x9f\x8f\xbb\xf0\x9f\x98\x8d tapi dosan bener bener cowo idaman kalo jadi cewenyaa jiahahah #StartUpEp16'
2020-12-07 15:35:26+00:00,b'Baru bisa nyelesain skrg:( aaaakkkkkkk happy ending dong dosan dalmi\xf0\x9f\xa4\xa9 #TimDoSan dari awal wkwkkwk udh ahhh selesai perselisihan ini wkwk Terimakasih Pak Han sudah jd org yg baik ampe akhir \xf0\x9f\x98\x9a apa tdk mau sama injae aja wkwkwk bagusss bgt dramanya\xf0\x9f\x98\xad #StartUpEp16 https://t.co/NJWc7JCQeO'
2020-12-07 15:32:05+00:00,"b'Episode Terakhir\nFav scene ku setiap jipyeong ketemu nenek, walaupun banyak bawangnya:""))) \n#StartUpEp16 https://t.co/pO74IOeuM2'"
2020-12-07 15:31:45+00:00,"b'Jujur aku diteamnya dosan, tapi aku juga diteamnya han jpyeong, karena banya banget yang aku pelajari dari kata yang dia ucapkan baik kata mengritik,Saran bahkan tentang bagaimana mengiklahkan orang yang dia suka bahagia sama orang lain.\n#TimJiPyeong\n#NamDoSan \n#StartUpEp16 https://t.co/NDCOtGnso7'"
2020-12-07 15:30:22+00:00,"b'Bukan suka HJP krn kerelaan dia untuk melepaskan, tp krn memaknai walau sendiri tapi bs bertahan,berjua, sukses. #KimSeonHo anda sudah layak &amp; spantasnya dapat kepopuleran. #StartUpEp16 . Tidak masalah tidak menang di hati Dalmi, tp juara di hati rakyat pendukung HJP #TimJiPyeong'"
2020-12-07 15:29:37+00:00,b'ini scene terngakak si\xf0\x9f\xa4\xa3 #StartUpEp16 https://t.co/FZ22S9EoQV'
2020-12-07 15:28:37+00:00,b'#StartUpEp16 Jipyeong ga digambarkan sedih kok. Happy ending sebenernya #TeamJiPyeong https://t.co/58SuMLqFmf'
2020-12-07 15:28:23+00:00,b'katawa katawa nalang hahahaha #StartUpEp16 https://t.co/vD7BBVmPGc'
2020-12-07 15:28:15+00:00,b'HAHAHA izza disastah #StartUp #StartUpEp16 \n\nCTTO https://t.co/FIjyjaLIsf'
2020-12-07 15:28:04+00:00,"b'Udh abiss aja nii drama\xf0\x9f\x98\xad\xf0\x9f\x98\xad ini dramaa beneran dah bagus bgt,bnyak yg bisa diambil pesannya,klo nonton start up gw jdi terpacu semangat untung kejar mimpi ditambah soundtrack nyaa yg pas bgtt wkw, bakalan kangen sii sama pemain""nya apalagi tim samsan tech\xf0\x9f\x92\x9c\n\n#StartUpEp16 https://t.co/Y5v5CXatfl'"
2020-12-07 15:27:03+00:00,b'Keren bgt sih ini scene menurut ku. Walopun yah dalmi ga jd sm ji pyeong. But its an epic final \xf0\x9f\x91\x8c\xf0\x9f\xa5\xb3 #StartUpEp16 https://t.co/lxdfo2jKkj'
2020-12-07 15:26:11+00:00,b'Bener bgt Start-Up untuk drama ini penjalasan ttg inti masalahnya hampir smua ngga ada..\nTp alur antara Do-san Dal-mi and Ji-pyeong menutupi segalanya wkwk\n#StartUpEp16 #StartUp #StartUpFinale https://t.co/z3R8wKIQri'
2020-12-07 15:21:48+00:00,"b'Drama #StartUpEp16 udh happy ending, yuk sekarang kita mulai drama menuju utbk sbmptn yg bisa dihitung bbrp bulan lagi. Semoga happy ending juga \xf0\x9f\x98\x8d'"
2020-12-07 15:17:55+00:00,"b'Padahal beberapa hari yg lalu baru ngeh klo suara yeongsil itu jin goo, berarti udh nye poiler nih pd nim nya wkwk bakal jdi cameo\n#StartUpEp16'"
2020-12-07 15:17:45+00:00,b'after tastenya gk enak bgt \xf0\x9f\x98\xb5\xf0\x9f\x98\xb5\xf0\x9f\x98\xb5\n#StartUpEp16 #TimJiPyeong'
2020-12-07 15:14:59+00:00,b'terus kenapa ada jingoo ya #StartUpEp16'
2020-12-07 15:14:29+00:00,"b'#StartUpEp16 Mau sama Ji Pyeong atau Do San, Dal Mi beruntung bgt. Dah.'"
2020-12-07 15:14:10+00:00,"b'Sosok "" star ""di startup adalah halmeoni, krn beliau mengajarkan ketulusan, kasih sayang, dan kesabaran \xe2\x99\xa5\xef\xb8\x8f \ntanpa dia mereka semua mgkin tidak bertemu \nPaling ingat bgt scene pertemuan halmeoni dan han ji pyeong dtengah hujan dan meminta ji pyeong tinggal ditokonya \n#StartUpEp16 https://t.co/3wJl6SvMcA'"
2020-12-07 15:13:48+00:00,"b'Ditunggu drama atau comeback solonya ya mbak suzy, btw knpa gw baru nyadar klo nam joo hyuk jga pernah satu drama ama kang hanna di moon lovers, klo kim seon ho tau nya baru main di start up doang huwaaa kudu ngikutin drama"" barunya nih \xf0\x9f\x98\xad\n#StartUpEp16'"
2020-12-07 15:13:13+00:00,"b'Untuk pertama kali, update foto tentang drakor. Happy ending dan emang sebagus itu ni drama. Dibalik ceritanya yg bagus skrg sadar gara2 drama ini. Dunia bisnis ternyata kek gt ya\xf0\x9f\xa5\xba #StartUpEp16 #TeamDosan https://t.co/H0pTFAwcMo'"
2020-12-07 15:12:29+00:00,"b'Mcm tu je ke ending Start Up ? Erghhhhh benci Nan Do San ! Patut Mr Han dgn Dal Mi , tapiii Dal Mi suke Do San . Haisshh \xf0\x9f\x98\xaa #StartUpEp16'"
2020-12-07 15:11:36+00:00,b'ya ampun baru aja selesai eps 16 gabisa moveon dari nih dramaa\xf0\x9f\x98\xad\xf0\x9f\x98\xad\n#StartUpEp16\n#StartUp https://t.co/g9uTtrl1FT'
2020-12-07 15:10:31+00:00,"b'Gimana ini, gw mo nangis mulu gara-gara Start Up udh tamat, kek Crash Landing On You jga gtu gw sedih"" mulu, bakal butuh waktu seminggu buat move on. \nEh, tp tenang nunggu drama True Beauty aja ^^ \xf0\x9f\x98\x9a\n#StartUpEp16'"
2020-12-07 15:09:55+00:00,b'Nam Do San got Seo Dalmi but Han Ji Pyeong got us \xf0\x9f\xa5\xb0\n#HanJipyeong #StartUpEp16 #StartUp https://t.co/0alwYtKH7a'
2020-12-07 15:09:08+00:00,b'Gue jg berharap mreka jadian :v\n#TimJiPyeong \n#StartUpEp16 https://t.co/IiKiQxUkpj'
2020-12-07 15:07:42+00:00,b'BEST DRAMA DI AKHIR TAUN \xf0\x9f\x98\xad\xf0\x9f\x98\xad #StartUpEp16 https://t.co/VPdHjve4EE'
2020-12-07 15:07:36+00:00,b'Uwuu Hepiending\n#TeamNamDoSan #StartUpEp16 https://t.co/61uyI9te3o'
2020-12-07 15:07:35+00:00,b'Ternyata #StartUpEp16 tidak terlalu menjengkelkanji. Untungna tdk adaji adegan nikahnya soe dalmi sama nam do san wkwkwk. Han jipyeong sampai mati!'
2020-12-07 15:07:33+00:00,b'Tamat sudah #StartUpEp16 #StartUp https://t.co/rHeSCM2zQh'
2020-12-07 15:06:08+00:00,b'Terima kasih #StartUpEp16'
2020-12-07 15:05:56+00:00,b'Anyway suka bnget sama endingnya \xf0\x9f\xa4\x97\xf0\x9f\xa4\x97\n#StartUpEp16 https://t.co/AEUnKVpKhM'
2020-12-07 15:04:28+00:00,"b'kelar sudah, drakor pemecah belah dunia \xf0\x9f\x98\x82 #StartUpEp16 #StartUp #HanJiPyeong #HanJiPyeongTeam https://t.co/PbGx8iRIA2'"
2020-12-07 15:01:01+00:00,"b'AND NOW JUST FINISHED WATCHING #StartUpEp16! Akhirnya kelar juga \xf0\x9f\x8e\x89 Beruntung bgt aku kali ini ga kena SLS jadi nontonnya bener2 objektif dan bisa enjoy \xf0\x9f\xa4\xad suka scene2 di final ini, ga terlalu maksain alurnya trus tiap tokohnya juga udh dpt porsi yg pas\xf0\x9f\x91\x8c\xf0\x9f\x8f\xbc epilognya juga keren \xf0\x9f\x92\x96 https://t.co/tk3GDQ5SD8'"
2020-12-07 15:00:08+00:00,"b'""Berdoalah maka kamu akan mewujudkannya""\n\n#StartUpEp16 #StartUp #Suzystartupost'"
2020-12-07 15:00:06+00:00,"b'Gw nntn star up karna gatahan banyak bat spoiler yg lewat di sosmed, eh pas nntn ga sadar kalo udh pengen abis:""\n-\nJip Yeong pakabar?\n#TimJiPyeong #StartUp #StartUpEp16 https://t.co/7YWol335mE'"
2020-12-13 17:00:01+00:00,b'Next year could be decisive for the world \xf0\x9f\x8c\x8f. 2020 has taught us that we need to work together for a stronger response and show that we can build back better.\n\nJoin in. Be the change.'
2020-12-07 14:57:48+00:00,"b'""Level tertinggi mencintai adalah melepaskan"" -han ji pyeong\n\n#TimJiPyeong #StartUpEp16'"
2020-12-07 14:57:39+00:00,"b'Cewe tuh emang butuh cowok yg gercep,yg jelas dan berani action kaya nam do san. Ketikungkan lu jadinya han ji pyong lelet banget si kek kura2 \xf0\x9f\x98\xad\n#StartUpEp16 \n#NamDoSan https://t.co/RXXd7I2KII'"
2020-12-07 14:55:56+00:00,b'Ngeditnya susah tolong di rt sama di like \n\nAku #TimDoSan karena #HanJiPyeong punya aku \n\nMaaf ga ngundang\nLagi corona soalnya hwhw\n#StartUpEp16 \nDia yg maksa pake #adatsunda aja padahal aku yg ke korea juga gapapa tapi kekeuh mau ke bandung diateh https://t.co/ZeVZaCopPD'
2020-12-07 14:55:05+00:00,"b'Btw ini beneran nanya, emang warna bibirnya si cowok2 itu alami atau mereka pakai lip tint sih? #StartUpEp16 #StartUpFinale #SeriusNanya'"
2020-12-07 14:51:56+00:00,b'Adakah Han Ji Pyeong di dunia nyata? Memberi kesempatan walau dengan cara yg pahit. #StartUpEp16 #StartUpFinale'
2020-12-07 14:49:53+00:00,b'Karena #TimJiPyeong dan #TimDosan membuat ku pusing. Jadi aku putuskan untuk ke #TimYongSan :v\n#StartUpEp16 https://t.co/2433a4GGsz'
2020-12-07 14:48:10+00:00,b'MENANGIIISSS \xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\n#StartUpEp16 https://t.co/cMa6YhteMI'
2020-12-07 14:47:09+00:00,"b'Ada yang ngeuh gak si, kalo si ko gil-dong (nama perusahaan utk orphan) di #startupep16 adalah karakter yg ada di kaosnya han ji-pyeong pas nginep dirumah dalmi. Detail\xe2\x9c\xa8 https://t.co/ASA4lKeZb1'"
2020-12-07 14:46:18+00:00,b'Ji-pyeong\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad #StartUpEp16'
2020-12-07 14:46:12+00:00,b'Aaaahhhh tapos naaa \xf0\x9f\xa5\xba\xf0\x9f\xa5\xba\xf0\x9f\xa5\xba\n#StartUpEp16 https://t.co/OLlejWS5md'
2020-12-07 14:45:59+00:00,"b'Ya iyalah, wong tiap hari lu dengar suaranya dari bangun pagi sampe mau tidur lagiiiii\n\n#StartUpEp16 https://t.co/t30Q7h85j7'"
2020-12-07 14:43:45+00:00,b'malah lebih tertarik sama personality dan cerita perjuangan hidupnya han jipyeong yang sendiri tanpa keluarga sahabat pasangan and of course u deserve u worth for ur happy ending\n#ThankYouJipyeong #TeamJiPyeong #StartUpEp16 https://t.co/gk5qdoPFpo'
2020-12-07 14:43:39+00:00,"b'Paling suka dengan karakter nenek dan Han Ji Pyeong.\nSaat semua orang lagi tertawa bahagia, nenek benar ingat dan sadar kalau Ji Pyeong pasti sedang bersedih sendirian. Pakaian nenek aja tetap, tidak berubah. Berarti nenek langsung jalan ke rumah Ji Pyeong dah.\n\n#StartUpEp16 https://t.co/MIgbyOor5Y'"
2020-12-07 14:43:07+00:00,b'#\xeb\xb0\xb0\xec\x88\x98\xec\xa7\x80 #\xec\x88\x98\xec\xa7\x80 #SUZY #\xec\x8a\xa4\xed\x83\x80\xed\x8a\xb8\xec\x97\x85 #StartUp #\xec\x84\x9c\xeb\x8b\xac\xeb\xaf\xb8 #\xeb\x82\xa8\xec\xa3\xbc\xed\x98\x81 #NAMJOOHYUK #Dalmi #Dosan #\xeb\x8f\x84\xeb\x8b\xac #ThankYouDodal #StartUpEp16\n\nGOOD JOB SUZY JOOHYUK https://t.co/JBzvHhRvJt https://t.co/qTwDQOAmf0'
2020-12-07 14:43:04+00:00,b'Banjir bandang \xf0\x9f\x98\xad\xf0\x9f\x98\xad #StartUpEp16 #StartUpFinale'
2020-12-07 14:42:56+00:00,b'Tapi mon maap #StartUpEp16 jelek\xf0\x9f\x91\x8e\xf0\x9f\x8f\xbb\xf0\x9f\x91\x8e\xf0\x9f\x8f\xbb\xf0\x9f\x91\x8e\xf0\x9f\x8f\xbb'
2020-12-07 14:42:30+00:00,b'Setelah menghabiskan #StartUpEp16 ku sangat ingin memberi ji pyeong cinta yg sesungguhnya \xe2\x9d\xa4\nHe deserve a pure love'
2020-12-07 14:42:24+00:00,b'Han Ji Pyeong deserve better\xf0\x9f\xa5\xba\n\nya walaupun teamjipyong kalah tapi drama ini keren parah ga nyesel si nonton \xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\n#StartUpFinale #ThankYouJipyeong #TeamJiPyeong #StartUpEp16 https://t.co/BfkG9Rz5FJ'
2020-12-07 14:41:33+00:00,b'Males beeuuuttt guweeee #StartUpEp16'
2020-12-07 14:41:31+00:00,b'#TimJiPyeong pas tau endinngya dalmi sama dosan menikah. Gue gak mau liat episode terakhir #StartUpEp16 . Wkkwkwk'
2020-12-07 14:40:13+00:00,"b'Dari jipyeong kita belajar bahwa kevel tertinggi mecintai adalah mengikhlaskan,. Dan investasi paling baik adalah sedekah..\nGpp jipyeong ga sama dalmi karna dia pantes dapet yang lebih dari dalmi..\n\n#TimJiPyeong \n#StartUpEp16 https://t.co/QLNonFQW2e'"
2020-12-07 14:38:28+00:00,b'Camtu je ending dia #StartUpEp16'
2020-12-07 14:37:36+00:00,"b'Bombay bangett sama eps terakhir #StartUpEp16 suka banget sama karakter ji pyeong di drama ini dia orng yg kuat banget #TimJiPyeong , dan dri drama ini banyak banget pelajaran yg bisa di ambil https://t.co/sGeqjy3oax'"
2020-12-07 14:34:12+00:00,b'Sudah SAH #StartUpEp16 https://t.co/bq4a7uUDFt'
2020-12-07 14:30:44+00:00,b'#StartUpEp16\n#StartUpFinale\nPaling suka dengan cara penyelesaian dari konflik hubungan semua karakternya. https://t.co/gwJjljMwev'
2020-12-07 14:30:12+00:00,b'Terima kasih sudah mewakili ...\n\n#TimJiPyeong #StartUpEp16 https://t.co/A6rQJ1WTEZ'
2020-12-07 14:29:54+00:00,b'Tingkahnya #NamDoSan ini so gemassss \xf0\x9f\x98\x8d #StartUpEp16.'
2020-12-07 14:29:29+00:00,b'iyak talaga ako sa #StartUpEp16 \xf0\x9f\xa5\xba\xf0\x9f\x98\xad'
2020-12-07 14:25:31+00:00,b'#SeoDalmi berakhir bahagia dengan #NamDoSan. Apa kabar #timhanjipyeong ?\n\n\xf0\x9f\x93\xb7: @tvN_Asia\n\n#TimJiPyeong #TimDoSan #StartUpEp16 #StartUp #kdrama https://t.co/l9UvXNS5IZ'
2020-12-07 14:25:05+00:00,"b'ambigat naman, parang di ko kayang tapusin, di deserve ni good boy to \xf0\x9f\x98\xa2\xf0\x9f\x98\xad #StartUpEp16 \xf0\x9f\xa5\xb2'"
2020-12-07 14:24:33+00:00,"b'Meskipun bakalan tau endingnya pasti dalmi sama dosan tapi ttp berharap, makasih banget buat Han Jipyeong ngasih banget pelajaran berharga, chemistry antara Halmeoni dan han jipyeong bikin selalu nangis, #timhanjipyeong #StartUpEp16 #KimSeonHo #\xec\x8a\xa4\xed\x83\x80\xed\x8a\xb8\xec\x97\x85 #StartUpEp16 https://t.co/MdnWvDnA1i'"
2020-12-07 14:24:15+00:00,b'alhamdulillah akhirnya kelar tepat waktu drakor start up thankyou for everything aju meosjida chingu gamsahabnida\xf0\x9f\x99\x86\xf0\x9f\x8f\xbd\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f #StartUp #StartUpEp16'
2020-12-07 14:23:20+00:00,b'sedih \xf0\x9f\x98\xad\xf0\x9f\x98\xad #StartUp #StartUpEp16 https://t.co/QS1YHnJf1a'
2020-12-07 14:23:08+00:00,b'Beberapa keuntungan nonton kdrama : \n1. Mendekatkan diri ke Tuhan \n2. Dapet motivasi hidup \n\n#StartUpEp16 \n#oraetlabora https://t.co/zT6eLqNzKK'
2020-12-07 14:22:01+00:00,"b'Terima kasih kepada samsan tech, kalian luar biasa\xf0\x9f\x91\x8f #StartUpEp16 https://t.co/3SiScEVcSP'"
2020-12-07 14:16:00+00:00,"b'Jika tidak ingin jadi penipu, maka jangan membual atau berusalah.\n\n#StartUp #StartUpEp16 #HanJiPyeong #HanJiPyeongTeam #NamDoSan https://t.co/L4VAs1Matk'"
2020-12-07 14:15:52+00:00,"b'Meskipun aku setiap hari membaca suratmu tapi aku tak pernah mencarimu, tapi pak nam yang sekali baca suratmu dia langsung mencarimu \xe2\x9d\xa4 uwuwuwuwuwu\n\n#TeamDosan #StartUpEp16 #StartUp #StartUpFinale'"
2020-12-07 14:15:32+00:00,b'bahkan sampe liat weddingnya dodal pun aku masih ada dikubu jipyeong:)\n#TimJiPyeong\n#StartUpEp16 https://t.co/TdmTfCSPph'
2020-12-07 14:13:22+00:00,b'Akhirnya tamat :))) #StartUpEp16 https://t.co/PtJZSDidkj'
2020-12-07 14:11:48+00:00,b'ngena bgt ini di aku \xf0\x9f\x98\xad\xf0\x9f\x98\xad #StartUp #StartUpEp16 https://t.co/Mym1fE3DSF'
2020-12-07 14:10:50+00:00,b'Pengen bgt jodohin ji pyeong sama in jae biar mereka happy ending\xf0\x9f\x99\x82\n\n#startup \n#StartUpEp16 \n#timhanjipyeong https://t.co/Y2rVePpe1e'
2020-12-07 14:09:56+00:00,"b'Pilih punya pacar programmer atau direktur investasi bisnis \xf0\x9f\x98\x85 Enak juga kali ya, punya banyak ide tinggal dibikinin sama pacar programmer \xf0\x9f\x98\x81 #StartUpFinale #StartUpEp16'"
2020-12-07 14:09:32+00:00,"b'Wah parah sih gue, padahal udah tau kalo akhirnya Dal- mi bakal jadi sama Dosan tapi masih aja berharap kalo Dalmi sama pak Han. Sumpahh gue berharap banget pak Han Jipyeong bisa happy ending\xf0\x9f\x98\xad \n#TimJiPyeong #StartUpEp16 #StartUp https://t.co/D2YeXXbdPF'"
2020-12-07 14:07:53+00:00,"b'Terimakasih buat semua pelajaran berharganya baik itu dari Dosan, Dalmi, Jipyeong, Halmeoni, Injae, dan semuanya. Makasih udah buat weekend dan 2020 ini lebih berarti.\n\xeb\x8b\xa4\xec\x9d\x8c\xec\x97\x90 \xeb\xb3\xb4\xec\x9e\x90!\xe2\x9d\xa4\xef\xb8\x8f\n#StartUp \n#TeamDosan \n#StartUpEp16 https://t.co/tu3VguMyRw'"
2020-12-07 14:06:06+00:00,"b'@infodrakor_id Sedih banget ga nonton #StartUp lagii\xf0\x9f\x98\xad Untuk mengobati rasa rindu kalian, yuk order merchandisenya! \xf0\x9f\x98\x86\nOrder di IG @puccarious ya dengan klik link dibawah ini\xf0\x9f\x91\x87\xf0\x9f\x8f\xbb\nhttps://t.co/ZaT1Xo00lr\nOr by WA 081276057601 \n#StartUpEp16\n#startUpFinale https://t.co/gLhfwmtThs'"
2020-12-07 14:05:54+00:00,b'Sebenernya cocok jadi kakak adik kalian berdua ini #teamdosanjipyeong #StartUp #StartUpEp16 #WaktunyaKorea \nhttps://t.co/XTsT4zQLEL'
2020-12-07 14:05:49+00:00,b'Walaupun Dal mi tak together dengan Ji Pyeong \xf0\x9f\x98\xad #TeamHanJiPyeong #StartUpEp16'
2020-12-07 14:04:51+00:00,"b'Gue pengin lihat sekali lagi euphoria mereka menangin tender, tegang-tegangnya mereka. Overall bagus, heartwarming, tapi cerita tentang Start Up-nya kurang nendyaaaang. Ibaratnya kurang pukul gong khusus di episode terakhir. Tapi yaudalah wk. 8.5/10 untuk \xf0\x9f\x91\x8d #StartUp #StartUpEp16'"
2020-12-07 14:04:50+00:00,"b'Kalo dari segi kemistri, udah mantep banget. Gue paling suka kemistri Dalmi-Dosan, dan Seon Ho-Nenek. Tapi kalo dari segi cerita, menurut gue pace-nya agak lambat di tengah, jadi ending terkesan buru-buru #StartUp #StartUpEp16'"
2020-12-07 14:04:10+00:00,b'Puas dengan ending #StartUpEp16 \xf0\x9f\x91\x8f\xf0\x9f\x91\x8f'
2020-12-07 14:04:04+00:00,b'Yay akhirnya happy ending untuk #TeamDosan \xf0\x9f\xa5\xb3\xf0\x9f\xa5\xb3\xf0\x9f\xa5\xb3\nPak Han sama siapa? Ya sama mimin aja \xf0\x9f\x98\x9d\xf0\x9f\x98\x9d #halu #StartUpEp16 #StartUp #WaktunyaKorea \nhttps://t.co/OFm9jGOc8H'
2020-12-07 14:03:40+00:00,b'#StartUpEp16 \nTelat sehari gapapa kali \xf0\x9f\x98\x82'
2020-12-07 14:03:18+00:00,"b'orang kalo lagi kasmaran emang gitu, kepengennya popo mulu\xf0\x9f\xa5\xba gemes banget ngeliat DoDal couple aigooo #StartUpEp16 https://t.co/eUTGfFY4Hi'"
2020-12-07 14:03:08+00:00,"b'Abis rewatch lagi. Baru sadar jempolnya Yongsan ini ngetril ternyata sodara2. \n\nAsli ini ga penting, tapi penasaran aja kok bisa tu loh \xf0\x9f\x99\x84\xf0\x9f\x99\x84\xf0\x9f\x91\x8d\xf0\x9f\x8f\xbb\xf0\x9f\xa4\xb7\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f \n\n#StartUpEp15 #StartUpEp16 https://t.co/Z5dWL1IYGY'"
2020-12-07 13:58:58+00:00,b'#StartUp\n#StartUpEp16\n#StartUpFinale\nNonton episode terakhirnya masih sampai menit ke 55:55 tapi air mata gue lebih banyak ngalirnya dibandingin 15 episode sebelumnya \xf0\x9f\x98\xad'
2020-12-07 13:58:41+00:00,"b'Gk tega ama ji-pyeong ntah mengapaa, pepet in-jae aja mas dal-mi gabguss buat kmu. #StartUpEp16 https://t.co/k5pMYu7NXK'"
2020-12-07 13:57:37+00:00,b'Sekarang beralih ke serba serbi ending drama yang bikin war sejuta umat #StartUp \n\nPokoknya kawal Pak Han sampai bahagia #StartUpEp16 \n#ThankYouJipyeong #WaktunyaKorea \n\nhttps://t.co/qiyQRT49KX'
2020-12-07 13:55:31+00:00,b'Dari sini kita belajar bahwa titik tertinggi mencintai ialah Merelakan. Merelakan sosok terkasih dengan seseorang yang dapat membahagiakannya kelak. \n#TimJiPyeong \n#StartUpEp16 https://t.co/qkKfF9DBYP'
